,나이,확진자 수,사망자 수,날짜,날짜_dt
495,10대 미만,3091865,37.0,2023-02-18,2023-02-18
496,10대,3783320,22.0,2023-02-18,2023-02-18
497,20대,4429880,79.0,2023-02-18,2023-02-18
498,30대,4451660,158.0,2023-02-18,2023-02-18
499,40대,4636848,459.0,2023-02-18,2023-02-18
500,50대,3974059,1379.0,2023-02-18,2023-02-18
501,60대,3320953,3845.0,2023-02-18,2023-02-18
502,70대,1696976,7672.0,2023-02-18,2023-02-18
503,80대 이상,1033736,20193.0,2023-02-18,2023-02-18
504,10대 미만,3091192,37.0,2023-02-17,2023-02-17
505,10대,3782373,22.0,2023-02-17,2023-02-17
506,20대,4428481,79.0,2023-02-17,2023-02-17
507,30대,4450052,157.0,2023-02-17,2023-02-17
508,40대,4635272,459.0,2023-02-17,2023-02-17
509,50대,3972588,1377.0,2023-02-17,2023-02-17
510,60대,3319500,3844.0,2023-02-17,2023-02-17
511,70대,1696070,7669.0,2023-02-17,2023-02-17
512,80대 이상,1033128,20188.0,2023-02-17,2023-02-17
513,10대 미만,3090456,37.0,2023-02-16,2023-02-16
514,10대,3781358,22.0,2023-02-16,2023-02-16
515,20대,4426902,79.0,2023-02-16,2023-02-16
516,30대,4448340,157.0,2023-02-16,2023-02-16
517,40대,4633614,458.0,2023-02-16,2023-02-16
518,50대,3971017,1376.0,2023-02-16,2023-02-16
519,60대,3317921,3840.0,2023-02-16,2023-02-16
520,70대,1695109,7661.0,2023-02-16,2023-02-16
521,80대 이상,1032503,20174.0,2023-02-16,2023-02-16
522,10대 미만,3089713,37.0,2023-02-15,2023-02-15
523,10대,3780316,22.0,2023-02-15,2023-02-15
524,20대,4425104,79.0,2023-02-15,2023-02-15
525,30대,4446329,157.0,2023-02-15,2023-02-15
526,40대,4631703,458.0,2023-02-15,2023-02-15
527,50대,3969320,1376.0,2023-02-15,2023-02-15
528,60대,3316261,3835.0,2023-02-15,2023-02-15
529,70대,1694148,7657.0,2023-02-15,2023-02-15
530,80대 이상,1031807,20161.0,2023-02-15,2023-02-15
531,10대 미만,3088832,37.0,2023-02-14,2023-02-14
532,10대,3779007,22.0,2023-02-14,2023-02-14
533,20대,4423071,79.0,2023-02-14,2023-02-14
534,30대,4444024,157.0,2023-02-14,2023-02-14
535,40대,4629461,457.0,2023-02-14,2023-02-14
536,50대,3967260,1376.0,2023-02-14,2023-02-14
537,60대,3314329,3834.0,2023-02-14,2023-02-14
538,70대,1692927,7650.0,2023-02-14,2023-02-14
539,80대 이상,1030833,20146.0,2023-02-14,2023-02-14
540,10대 미만,3087983,37.0,2023-02-13,2023-02-13
541,10대,3777754,22.0,2023-02-13,2023-02-13
542,20대,4421060,79.0,2023-02-13,2023-02-13
543,30대,4441641,157.0,2023-02-13,2023-02-13
544,40대,4627100,457.0,2023-02-13,2023-02-13
545,50대,3965190,1375.0,2023-02-13,2023-02-13
546,60대,3312665,3833.0,2023-02-13,2023-02-13
547,70대,1691817,7648.0,2023-02-13,2023-02-13
548,80대 이상,1030163,20139.0,2023-02-13,2023-02-13
549,10대 미만,3087567,37.0,2023-02-12,2023-02-12
550,10대,3777297,22.0,2023-02-12,2023-02-12
551,20대,4420346,79.0,2023-02-12,2023-02-12
552,30대,4440783,157.0,2023-02-12,2023-02-12
553,40대,4626260,457.0,2023-02-12,2023-02-12
554,50대,3964547,1375.0,2023-02-12,2023-02-12
555,60대,3312060,3833.0,2023-02-12,2023-02-12
556,70대,1691450,7643.0,2023-02-12,2023-02-12
557,80대 이상,1029889,20133.0,2023-02-12,2023-02-12
558,10대 미만,3086761,37.0,2023-02-11,2023-02-11
559,10대,3776243,22.0,2023-02-11,2023-02-11
560,20대,4418846,79.0,2023-02-11,2023-02-11
561,30대,4439062,157.0,2023-02-11,2023-02-11
562,40대,4624528,457.0,2023-02-11,2023-02-11
563,50대,3962774,1373.0,2023-02-11,2023-02-11
564,60대,3310357,3831.0,2023-02-11,2023-02-11
565,70대,1690412,7639.0,2023-02-11,2023-02-11
566,80대 이상,1029165,20118.0,2023-02-11,2023-02-11
567,10대 미만,3086014,37.0,2023-02-10,2023-02-10
568,10대,3775095,22.0,2023-02-10,2023-02-10
569,20대,4417133,79.0,2023-02-10,2023-02-10
570,30대,4437172,157.0,2023-02-10,2023-02-10
571,40대,4622714,456.0,2023-02-10,2023-02-10
572,50대,3961070,1372.0,2023-02-10,2023-02-10
573,60대,3308589,3830.0,2023-02-10,2023-02-10
574,70대,1689309,7634.0,2023-02-10,2023-02-10
575,80대 이상,1028387,20110.0,2023-02-10,2023-02-10
576,10대 미만,3085072,37.0,2023-02-09,2023-02-09
577,10대,3773936,22.0,2023-02-09,2023-02-09
578,20대,4415266,79.0,2023-02-09,2023-02-09
579,30대,4435066,156.0,2023-02-09,2023-02-09
580,40대,4620848,456.0,2023-02-09,2023-02-09
581,50대,3959183,1372.0,2023-02-09,2023-02-09
582,60대,3306839,3826.0,2023-02-09,2023-02-09
583,70대,1688197,7631.0,2023-02-09,2023-02-09
584,80대 이상,1027572,20101.0,2023-02-09,2023-02-09
585,10대 미만,3084044,37.0,2023-02-08,2023-02-08
586,10대,3772682,22.0,2023-02-08,2023-02-08
587,20대,4413141,79.0,2023-02-08,2023-02-08
588,30대,4432770,156.0,2023-02-08,2023-02-08
589,40대,4618727,456.0,2023-02-08,2023-02-08
590,50대,3957127,1372.0,2023-02-08,2023-02-08
591,60대,3304976,3818.0,2023-02-08,2023-02-08
592,70대,1687055,7626.0,2023-02-08,2023-02-08
593,80대 이상,1026793,20080.0,2023-02-08,2023-02-08
594,10대 미만,3082911,37.0,2023-02-07,2023-02-07
595,10대,3771175,22.0,2023-02-07,2023-02-07
596,20대,4410647,79.0,2023-02-07,2023-02-07
597,30대,4429948,156.0,2023-02-07,2023-02-07
598,40대,4616109,455.0,2023-02-07,2023-02-07
599,50대,3954689,1372.0,2023-02-07,2023-02-07
600,60대,3302649,3814.0,2023-02-07,2023-02-07
601,70대,1685639,7620.0,2023-02-07,2023-02-07
602,80대 이상,1025614,20069.0,2023-02-07,2023-02-07
603,10대 미만,3081879,37.0,2023-02-06,2023-02-06
604,10대,3769865,22.0,2023-02-06,2023-02-06
605,20대,4408442,79.0,2023-02-06,2023-02-06
606,30대,4427301,156.0,2023-02-06,2023-02-06
607,40대,4613556,455.0,2023-02-06,2023-02-06
608,50대,3952399,1372.0,2023-02-06,2023-02-06
609,60대,3300611,3813.0,2023-02-06,2023-02-06
610,70대,1684448,7616.0,2023-02-06,2023-02-06
611,80대 이상,1024760,20064.0,2023-02-06,2023-02-06
612,10대 미만,3081387,37.0,2023-02-05,2023-02-05
613,10대,3769344,22.0,2023-02-05,2023-02-05
614,20대,4407664,79.0,2023-02-05,2023-02-05
615,30대,4426268,156.0,2023-02-05,2023-02-05
616,40대,4612636,455.0,2023-02-05,2023-02-05
617,50대,3951671,1371.0,2023-02-05,2023-02-05
618,60대,3299938,3810.0,2023-02-05,2023-02-05
619,70대,1684066,7613.0,2023-02-05,2023-02-05
620,80대 이상,1024437,20053.0,2023-02-05,2023-02-05
621,10대 미만,3080444,37.0,2023-02-04,2023-02-04
622,10대,3768151,22.0,2023-02-04,2023-02-04
623,20대,4405754,79.0,2023-02-04,2023-02-04
624,30대,4424252,156.0,2023-02-04,2023-02-04
625,40대,4610642,455.0,2023-02-04,2023-02-04
626,50대,3949673,1370.0,2023-02-04,2023-02-04
627,60대,3297952,3807.0,2023-02-04,2023-02-04
628,70대,1682947,7611.0,2023-02-04,2023-02-04
629,80대 이상,1023578,20037.0,2023-02-04,2023-02-04
630,10대 미만,3079530,37.0,2023-02-03,2023-02-03
631,10대,3766928,22.0,2023-02-03,2023-02-03
632,20대,4403658,79.0,2023-02-03,2023-02-03
633,30대,4422045,156.0,2023-02-03,2023-02-03
634,40대,4608581,455.0,2023-02-03,2023-02-03
635,50대,3947639,1369.0,2023-02-03,2023-02-03
636,60대,3296069,3804.0,2023-02-03,2023-02-03
637,70대,1681804,7604.0,2023-02-03,2023-02-03
638,80대 이상,1022635,20026.0,2023-02-03,2023-02-03
639,10대 미만,3078594,37.0,2023-02-02,2023-02-02
640,10대,3765707,22.0,2023-02-02,2023-02-02
641,20대,4401437,79.0,2023-02-02,2023-02-02
642,30대,4419761,155.0,2023-02-02,2023-02-02
643,40대,4606401,455.0,2023-02-02,2023-02-02
644,50대,3945534,1369.0,2023-02-02,2023-02-02
645,60대,3294098,3801.0,2023-02-02,2023-02-02
646,70대,1680618,7596.0,2023-02-02,2023-02-02
647,80대 이상,1021778,20008.0,2023-02-02,2023-02-02
648,10대 미만,3077593,37.0,2023-02-01,2023-02-01
649,10대,3764316,22.0,2023-02-01,2023-02-01
650,20대,4398809,79.0,2023-02-01,2023-02-01
651,30대,4417146,155.0,2023-02-01,2023-02-01
652,40대,4603950,454.0,2023-02-01,2023-02-01
653,50대,3943195,1368.0,2023-02-01,2023-02-01
654,60대,3291898,3797.0,2023-02-01,2023-02-01
655,70대,1679291,7583.0,2023-02-01,2023-02-01
656,80대 이상,1020868,19991.0,2023-02-01,2023-02-01
657,10대 미만,3076434,37.0,2023-01-31,2023-01-31
658,10대,3762748,21.0,2023-01-31,2023-01-31
659,20대,4395637,79.0,2023-01-31,2023-01-31
660,30대,4413998,155.0,2023-01-31,2023-01-31
661,40대,4601028,453.0,2023-01-31,2023-01-31
662,50대,3940356,1367.0,2023-01-31,2023-01-31
663,60대,3289278,3795.0,2023-01-31,2023-01-31
664,70대,1677648,7572.0,2023-01-31,2023-01-31
665,80대 이상,1019519,19965.0,2023-01-31,2023-01-31
666,10대 미만,3075213,37.0,2023-01-30,2023-01-30
667,10대,3761214,21.0,2023-01-30,2023-01-30
668,20대,4392768,79.0,2023-01-30,2023-01-30
669,30대,4410590,153.0,2023-01-30,2023-01-30
670,40대,4597926,453.0,2023-01-30,2023-01-30
671,50대,3937560,1366.0,2023-01-30,2023-01-30
672,60대,3286866,3794.0,2023-01-30,2023-01-30
673,70대,1676266,7562.0,2023-01-30,2023-01-30
674,80대 이상,1018614,19955.0,2023-01-30,2023-01-30
675,10대 미만,3074590,37.0,2023-01-29,2023-01-29
676,10대,3760633,21.0,2023-01-29,2023-01-29
677,20대,4391652,79.0,2023-01-29,2023-01-29
678,30대,4409302,153.0,2023-01-29,2023-01-29
679,40대,4596784,453.0,2023-01-29,2023-01-29
680,50대,3936624,1365.0,2023-01-29,2023-01-29
681,60대,3286038,3791.0,2023-01-29,2023-01-29
682,70대,1675761,7559.0,2023-01-29,2023-01-29
683,80대 이상,1018217,19932.0,2023-01-29,2023-01-29
684,10대 미만,3073397,37.0,2023-01-28,2023-01-28
685,10대,3759097,21.0,2023-01-28,2023-01-28
686,20대,4388955,79.0,2023-01-28,2023-01-28
687,30대,4406567,153.0,2023-01-28,2023-01-28
688,40대,4594050,452.0,2023-01-28,2023-01-28
689,50대,3933860,1364.0,2023-01-28,2023-01-28
690,60대,3283432,3785.0,2023-01-28,2023-01-28
691,70대,1674332,7554.0,2023-01-28,2023-01-28
692,80대 이상,1017040,19916.0,2023-01-28,2023-01-28
693,10대 미만,3071952,37.0,2023-01-27,2023-01-27
694,10대,3757147,21.0,2023-01-27,2023-01-27
695,20대,4385436,79.0,2023-01-27,2023-01-27
696,30대,4402915,152.0,2023-01-27,2023-01-27
697,40대,4590720,452.0,2023-01-27,2023-01-27
698,50대,3930656,1363.0,2023-01-27,2023-01-27
699,60대,3280421,3783.0,2023-01-27,2023-01-27
700,70대,1672478,7546.0,2023-01-27,2023-01-27
701,80대 이상,1015638,19899.0,2023-01-27,2023-01-27
702,10대 미만,3070106,37.0,2023-01-26,2023-01-26
703,10대,3754495,21.0,2023-01-26,2023-01-26
704,20대,4380803,79.0,2023-01-26,2023-01-26
705,30대,4398110,152.0,2023-01-26,2023-01-26
706,40대,4585951,452.0,2023-01-26,2023-01-26
707,50대,3926067,1363.0,2023-01-26,2023-01-26
708,60대,3276404,3779.0,2023-01-26,2023-01-26
709,70대,1670015,7536.0,2023-01-26,2023-01-26
710,80대 이상,1013701,19877.0,2023-01-26,2023-01-26
711,10대 미만,3068095,37.0,2023-01-25,2023-01-25
712,10대,3751797,20.0,2023-01-25,2023-01-25
713,20대,4375561,78.0,2023-01-25,2023-01-25
714,30대,4392215,152.0,2023-01-25,2023-01-25
715,40대,4580366,451.0,2023-01-25,2023-01-25
716,50대,3921017,1363.0,2023-01-25,2023-01-25
717,60대,3272083,3775.0,2023-01-25,2023-01-25
718,70대,1667368,7533.0,2023-01-25,2023-01-25
719,80대 이상,1012054,19861.0,2023-01-25,2023-01-25
720,10대 미만,3066796,37.0,2023-01-24,2023-01-24
721,10대,3750357,20.0,2023-01-24,2023-01-24
722,20대,4372819,78.0,2023-01-24,2023-01-24
723,30대,4388722,152.0,2023-01-24,2023-01-24
724,40대,4577132,451.0,2023-01-24,2023-01-24
725,50대,3918156,1361.0,2023-01-24,2023-01-24
726,60대,3269797,3772.0,2023-01-24,2023-01-24
727,70대,1666094,7531.0,2023-01-24,2023-01-24
728,80대 이상,1011145,19843.0,2023-01-24,2023-01-24
729,10대 미만,3065883,37.0,2023-01-23,2023-01-23
730,10대,3749555,20.0,2023-01-23,2023-01-23
731,20대,4371207,78.0,2023-01-23,2023-01-23
732,30대,4386770,152.0,2023-01-23,2023-01-23
733,40대,4575155,451.0,2023-01-23,2023-01-23
734,50대,3916318,1359.0,2023-01-23,2023-01-23
735,60대,3268167,3772.0,2023-01-23,2023-01-23
736,70대,1665210,7529.0,2023-01-23,2023-01-23
737,80대 이상,1010491,19837.0,2023-01-23,2023-01-23
738,10대 미만,3065296,37.0,2023-01-22,2023-01-22
739,10대,3748995,20.0,2023-01-22,2023-01-22
740,20대,4370092,78.0,2023-01-22,2023-01-22
741,30대,4385352,152.0,2023-01-22,2023-01-22
742,40대,4573822,451.0,2023-01-22,2023-01-22
743,50대,3915004,1359.0,2023-01-22,2023-01-22
744,60대,3266784,3767.0,2023-01-22,2023-01-22
745,70대,1664344,7522.0,2023-01-22,2023-01-22
746,80대 이상,1009840,19823.0,2023-01-22,2023-01-22
747,10대 미만,3064148,37.0,2023-01-21,2023-01-21
748,10대,3747872,20.0,2023-01-21,2023-01-21
749,20대,4368032,78.0,2023-01-21,2023-01-21
750,30대,4382985,152.0,2023-01-21,2023-01-21
751,40대,4571295,451.0,2023-01-21,2023-01-21
752,50대,3912468,1358.0,2023-01-21,2023-01-21
753,60대,3264316,3765.0,2023-01-21,2023-01-21
754,70대,1662951,7515.0,2023-01-21,2023-01-21
755,80대 이상,1008838,19809.0,2023-01-21,2023-01-21
756,10대 미만,3062625,37.0,2023-01-20,2023-01-20
757,10대,3745923,20.0,2023-01-20,2023-01-20
758,20대,4364611,78.0,2023-01-20,2023-01-20
759,30대,4379256,152.0,2023-01-20,2023-01-20
760,40대,4567378,450.0,2023-01-20,2023-01-20
761,50대,3908122,1356.0,2023-01-20,2023-01-20
762,60대,3260030,3760.0,2023-01-20,2023-01-20
763,70대,1660355,7505.0,2023-01-20,2023-01-20
764,80대 이상,1007066,19776.0,2023-01-20,2023-01-20
765,10대 미만,3061098,37.0,2023-01-19,2023-01-19
766,10대,3743925,20.0,2023-01-19,2023-01-19
767,20대,4360900,78.0,2023-01-19,2023-01-19
768,30대,4375308,152.0,2023-01-19,2023-01-19
769,40대,4563317,449.0,2023-01-19,2023-01-19
770,50대,3904007,1355.0,2023-01-19,2023-01-19
771,60대,3255917,3760.0,2023-01-19,2023-01-19
772,70대,1658042,7499.0,2023-01-19,2023-01-19
773,80대 이상,1005444,19754.0,2023-01-19,2023-01-19
774,10대 미만,3059405,37.0,2023-01-18,2023-01-18
775,10대,3741693,20.0,2023-01-18,2023-01-18
776,20대,4356621,78.0,2023-01-18,2023-01-18
777,30대,4370737,152.0,2023-01-18,2023-01-18
778,40대,4558890,449.0,2023-01-18,2023-01-18
779,50대,3899603,1351.0,2023-01-18,2023-01-18
780,60대,3251700,3752.0,2023-01-18,2023-01-18
781,70대,1655604,7491.0,2023-01-18,2023-01-18
782,80대 이상,1003889,19727.0,2023-01-18,2023-01-18
783,10대 미만,3057496,37.0,2023-01-17,2023-01-17
784,10대,3739141,20.0,2023-01-17,2023-01-17
785,20대,4351397,78.0,2023-01-17,2023-01-17
786,30대,4365098,152.0,2023-01-17,2023-01-17
787,40대,4553568,448.0,2023-01-17,2023-01-17
788,50대,3893997,1349.0,2023-01-17,2023-01-17
789,60대,3246561,3743.0,2023-01-17,2023-01-17
790,70대,1652507,7485.0,2023-01-17,2023-01-17
791,80대 이상,1001469,19702.0,2023-01-17,2023-01-17
792,10대 미만,3055413,37.0,2023-01-16,2023-01-16
793,10대,3736420,20.0,2023-01-16,2023-01-16
794,20대,4345637,78.0,2023-01-16,2023-01-16
795,30대,4358510,151.0,2023-01-16,2023-01-16
796,40대,4547047,447.0,2023-01-16,2023-01-16
797,50대,3887805,1349.0,2023-01-16,2023-01-16
798,60대,3241334,3740.0,2023-01-16,2023-01-16
799,70대,1649293,7479.0,2023-01-16,2023-01-16
800,80대 이상,999576,19683.0,2023-01-16,2023-01-16
801,10대 미만,3054348,37.0,2023-01-15,2023-01-15
802,10대,3735342,20.0,2023-01-15,2023-01-15
803,20대,4343750,78.0,2023-01-15,2023-01-15
804,30대,4356070,151.0,2023-01-15,2023-01-15
805,40대,4544741,447.0,2023-01-15,2023-01-15
806,50대,3885868,1348.0,2023-01-15,2023-01-15
807,60대,3239634,3737.0,2023-01-15,2023-01-15
808,70대,1648335,7471.0,2023-01-15,2023-01-15
809,80대 이상,998803,19660.0,2023-01-15,2023-01-15
810,10대 미만,3052602,37.0,2023-01-14,2023-01-14
811,10대,3732902,20.0,2023-01-14,2023-01-14
812,20대,4339536,78.0,2023-01-14,2023-01-14
813,30대,4351440,151.0,2023-01-14,2023-01-14
814,40대,4539778,447.0,2023-01-14,2023-01-14
815,50대,3880796,1345.0,2023-01-14,2023-01-14
816,60대,3234796,3733.0,2023-01-14,2023-01-14
817,70대,1645527,7465.0,2023-01-14,2023-01-14
818,80대 이상,996944,19636.0,2023-01-14,2023-01-14
819,10대 미만,3052602,37.0,2023-01-14,2023-01-14
820,10대,3732902,20.0,2023-01-14,2023-01-14
821,20대,4339536,78.0,2023-01-14,2023-01-14
822,30대,4351440,151.0,2023-01-14,2023-01-14
823,40대,4539778,447.0,2023-01-14,2023-01-14
824,50대,3880796,1345.0,2023-01-14,2023-01-14
825,60대,3234796,3733.0,2023-01-14,2023-01-14
826,70대,1645527,7465.0,2023-01-14,2023-01-14
827,80대 이상,996944,19636.0,2023-01-14,2023-01-14
828,10대 미만,3050664,37.0,2023-01-13,2023-01-13
829,10대,3730177,20.0,2023-01-13,2023-01-13
830,20대,4334564,78.0,2023-01-13,2023-01-13
831,30대,4346068,151.0,2023-01-13,2023-01-13
832,40대,4534503,446.0,2023-01-13,2023-01-13
833,50대,3875047,1342.0,2023-01-13,2023-01-13
834,60대,3229568,3722.0,2023-01-13,2023-01-13
835,70대,1642423,7453.0,2023-01-13,2023-01-13
836,80대 이상,994755,19618.0,2023-01-13,2023-01-13
837,10대 미만,3048555,37.0,2023-01-12,2023-01-12
838,10대,3726966,20.0,2023-01-12,2023-01-12
839,20대,4328834,78.0,2023-01-12,2023-01-12
840,30대,4340129,151.0,2023-01-12,2023-01-12
841,40대,4528486,446.0,2023-01-12,2023-01-12
842,50대,3869120,1340.0,2023-01-12,2023-01-12
843,60대,3224134,3719.0,2023-01-12,2023-01-12
844,70대,1639204,7443.0,2023-01-12,2023-01-12
845,80대 이상,992615,19587.0,2023-01-12,2023-01-12
846,10대 미만,3046322,37.0,2023-01-11,2023-01-11
847,10대,3723297,20.0,2023-01-11,2023-01-11
848,20대,4322168,78.0,2023-01-11,2023-01-11
849,30대,4333357,150.0,2023-01-11,2023-01-11
850,40대,4521863,446.0,2023-01-11,2023-01-11
851,50대,3862605,1339.0,2023-01-11,2023-01-11
852,60대,3218312,3711.0,2023-01-11,2023-01-11
853,70대,1635833,7427.0,2023-01-11,2023-01-11
854,80대 이상,990333,19537.0,2023-01-11,2023-01-11
855,10대 미만,3043797,37.0,2023-01-10,2023-01-10
856,10대,3718770,20.0,2023-01-10,2023-01-10
857,20대,4314299,78.0,2023-01-10,2023-01-10
858,30대,4325025,149.0,2023-01-10,2023-01-10
859,40대,4513802,445.0,2023-01-10,2023-01-10
860,50대,3854520,1335.0,2023-01-10,2023-01-10
861,60대,3211033,3702.0,2023-01-10,2023-01-10
862,70대,1631537,7413.0,2023-01-10,2023-01-10
863,80대 이상,986964,19490.0,2023-01-10,2023-01-10
864,10대 미만,3041072,37.0,2023-01-09,2023-01-09
865,10대,3713752,20.0,2023-01-09,2023-01-09
866,20대,4305724,78.0,2023-01-09,2023-01-09
867,30대,4315283,149.0,2023-01-09,2023-01-09
868,40대,4504103,444.0,2023-01-09,2023-01-09
869,50대,3845256,1333.0,2023-01-09,2023-01-09
870,60대,3203373,3698.0,2023-01-09,2023-01-09
871,70대,1626921,7403.0,2023-01-09,2023-01-09
872,80대 이상,984222,19463.0,2023-01-09,2023-01-09
873,10대 미만,3039711,37.0,2023-01-08,2023-01-08
874,10대,3711833,20.0,2023-01-08,2023-01-08
875,20대,4303047,78.0,2023-01-08,2023-01-08
876,30대,4312160,149.0,2023-01-08,2023-01-08
877,40대,4500969,442.0,2023-01-08,2023-01-08
878,50대,3842588,1333.0,2023-01-08,2023-01-08
879,60대,3201213,3696.0,2023-01-08,2023-01-08
880,70대,1625712,7398.0,2023-01-08,2023-01-08
881,80대 이상,983367,19437.0,2023-01-08,2023-01-08
882,10대 미만,3037341,37.0,2023-01-07,2023-01-07
883,10대,3707524,20.0,2023-01-07,2023-01-07
884,20대,4296891,78.0,2023-01-07,2023-01-07
885,30대,4305678,149.0,2023-01-07,2023-01-07
886,40대,4493914,442.0,2023-01-07,2023-01-07
887,50대,3835256,1331.0,2023-01-07,2023-01-07
888,60대,3194368,3695.0,2023-01-07,2023-01-07
889,70대,1621935,7388.0,2023-01-07,2023-01-07
890,80대 이상,980927,19416.0,2023-01-07,2023-01-07
891,10대 미만,3034777,37.0,2023-01-06,2023-01-06
892,10대,3702579,20.0,2023-01-06,2023-01-06
893,20대,4289359,78.0,2023-01-06,2023-01-06
894,30대,4297922,149.0,2023-01-06,2023-01-06
895,40대,4485925,440.0,2023-01-06,2023-01-06
896,50대,3827226,1328.0,2023-01-06,2023-01-06
897,60대,3187102,3690.0,2023-01-06,2023-01-06
898,70대,1617584,7377.0,2023-01-06,2023-01-06
899,80대 이상,977752,19377.0,2023-01-06,2023-01-06
900,10대 미만,3031884,37.0,2023-01-05,2023-01-05
901,10대,3697055,20.0,2023-01-05,2023-01-05
902,20대,4281084,78.0,2023-01-05,2023-01-05
903,30대,4289636,149.0,2023-01-05,2023-01-05
904,40대,4477402,439.0,2023-01-05,2023-01-05
905,50대,3818607,1324.0,2023-01-05,2023-01-05
906,60대,3179434,3685.0,2023-01-05,2023-01-05
907,70대,1613130,7358.0,2023-01-05,2023-01-05
908,80대 이상,975040,19331.0,2023-01-05,2023-01-05
909,10대 미만,3028712,37.0,2023-01-04,2023-01-04
910,10대,3690724,19.0,2023-01-04,2023-01-04
911,20대,4271357,78.0,2023-01-04,2023-01-04
912,30대,4279840,149.0,2023-01-04,2023-01-04
913,40대,4467632,437.0,2023-01-04,2023-01-04
914,50대,3809149,1321.0,2023-01-04,2023-01-04
915,60대,3171205,3678.0,2023-01-04,2023-01-04
916,70대,1608473,7347.0,2023-01-04,2023-01-04
917,80대 이상,972074,19289.0,2023-01-04,2023-01-04
918,10대 미만,3025140,37.0,2023-01-03,2023-01-03
919,10대,3683109,19.0,2023-01-03,2023-01-03
920,20대,4259527,77.0,2023-01-03,2023-01-03
921,30대,4267526,148.0,2023-01-03,2023-01-03
922,40대,4455789,436.0,2023-01-03,2023-01-03
923,50대,3797366,1321.0,2023-01-03,2023-01-03
924,60대,3161268,3673.0,2023-01-03,2023-01-03
925,70대,1602919,7339.0,2023-01-03,2023-01-03
926,80대 이상,967947,19251.0,2023-01-03,2023-01-03
927,10대 미만,3021408,37.0,2023-01-02,2023-01-02
928,10대,3674985,19.0,2023-01-02,2023-01-02
929,20대,4247654,77.0,2023-01-02,2023-01-02
930,30대,4254158,148.0,2023-01-02,2023-01-02
931,40대,4442399,436.0,2023-01-02,2023-01-02
932,50대,3785010,1319.0,2023-01-02,2023-01-02
933,60대,3151587,3672.0,2023-01-02,2023-01-02
934,70대,1597415,7329.0,2023-01-02,2023-01-02
935,80대 이상,964919,19235.0,2023-01-02,2023-01-02
936,10대 미만,3019873,37.0,2023-01-01,2023-01-01
937,10대,3672523,19.0,2023-01-01,2023-01-01
938,20대,4244538,77.0,2023-01-01,2023-01-01
939,30대,4250506,148.0,2023-01-01,2023-01-01
940,40대,4438594,436.0,2023-01-01,2023-01-01
941,50대,3781860,1317.0,2023-01-01,2023-01-01
942,60대,3148956,3667.0,2023-01-01,2023-01-01
943,70대,1596019,7319.0,2023-01-01,2023-01-01
944,80대 이상,963931,19199.0,2023-01-01,2023-01-01
